iter	Passed	Remaining
320	645	1366
321	647	1363
322	649	1361
323	651	1359
324	653	1357
325	655	1355
326	657	1352
327	659	1350
328	660	1347
329	662	1345
330	666	1346
331	668	1344
332	671	1345
333	673	1343
334	675	1340
335	676	1337
336	678	1335
337	682	1335
338	684	1333
339	686	1331
340	688	1329
341	690	1327
342	691	1325
343	693	1323
344	695	1321
345	697	1319
346	699	1317
347	701	1314
348	704	1314
349	706	1312
350	709	1310
351	711	1308
352	714	1308
353	715	1306
354	717	1303
355	719	1301
356	721	1298
357	722	1296
358	724	1293
359	726	1291
360	729	1291
361	734	1295
362	736	1292
363	738	1290
364	740	1287
365	742	1285
366	743	1282
367	745	1280
368	747	1278
369	749	1276
370	751	1273
371	753	1271
372	755	1269
373	756	1266
374	758	1264
375	760	1261
376	762	1259
377	763	1257
378	766	1255
379	768	1253
380	770	1251
381	772	1249
382	774	1247
383	776	1245
384	778	1243
385	780	1240
386	781	1238
387	783	1236
388	785	1234
389	787	1231
390	789	1229
391	791	1227
392	793	1225
393	795	1223
394	797	1220
395	799	1218
396	802	1218
397	804	1216
398	806	1214
399	808	1212
400	810	1210
401	811	1207
402	813	1205
403	815	1203
404	817	1201
405	819	1198
406	821	1196
407	823	1194
408	825	1192
409	827	1190
410	829	1188
411	831	1186
412	834	1185
413	836	1183
414	837	1181
415	839	1179
416	842	1177
417	844	1175
418	845	1172
419	847	1170
420	849	1168
421	851	1166
422	853	1164
423	855	1161
424	857	1159
425	859	1157
426	861	1155
427	864	1154
428	866	1153
429	868	1150
430	870	1148
431	871	1146
432	874	1144
433	876	1142
434	878	1140
435	880	1138
436	882	1136
437	884	1134
438	886	1133
439	888	1131
440	890	1129
441	892	1126
442	894	1124
443	896	1122
444	898	1120
445	900	1118
446	903	1117
447	905	1115
448	907	1113
449	909	1111
450	911	1108
451	912	1106
452	914	1104
453	917	1103
454	919	1101
455	921	1099
456	923	1097
457	925	1095
458	927	1093
459	929	1091
460	931	1089
461	933	1087
462	935	1085
463	938	1083
464	940	1081
465	942	1079
466	944	1077
467	946	1075
468	948	1073
469	950	1071
470	951	1069
471	955	1068
472	957	1066
473	959	1064
474	960	1062
475	962	1059
476	964	1057
477	966	1055
478	968	1053
479	970	1051
480	972	1048
481	974	1046
482	976	1044
483	978	1042
484	980	1040
485	982	1038
486	984	1036
487	986	1034
488	988	1032
489	989	1030
490	991	1028
491	993	1026
492	995	1024
493	997	1022
494	999	1020
495	1002	1018
496	1004	1016
497	1006	1014
498	1008	1012
499	1009	1009
500	1011	1007
501	1013	1005
502	1016	1004
503	1019	1002
504	1021	1000
505	1023	998
506	1024	996
507	1026	994
508	1028	992
509	1030	989
510	1032	987
511	1033	985
512	1035	983
513	1038	981
514	1040	979
515	1041	977
516	1044	975
517	1045	973
518	1047	970
519	1049	968
520	1051	966
521	1053	964
522	1055	962
523	1056	960
524	1058	958
525	1060	956
526	1063	954
527	1064	951
528	1066	949
529	1068	947
530	1070	945
531	1072	943
532	1074	941
533	1076	939
534	1078	937
535	1080	935
536	1082	933
537	1084	931
538	1086	929
539	1088	927
540	1090	925
541	1092	923
542	1094	921
543	1096	919
544	1098	917
545	1101	915
546	1103	913
547	1105	911
548	1108	910
549	1110	908
550	1112	906
551	1114	904
552	1116	902
553	1118	900
554	1119	897
555	1121	895
556	1124	894
557	1126	892
558	1128	889
559	1129	887
560	1131	885
561	1133	883
562	1135	881
563	1137	879
564	1139	877
565	1141	875
566	1143	873
567	1145	871
568	1147	869
569	1149	867
570	1151	865
571	1153	863
572	1155	861
573	1158	859
574	1160	857
575	1162	855
576	1166	854
577	1168	852
578	1170	850
579	1172	848
580	1173	846
581	1175	844
582	1177	842
583	1179	840
584	1181	837
585	1183	835
586	1184	833
587	1186	831
588	1188	829
589	1190	827
590	1192	825
591	1194	823
592	1196	821
593	1198	819
594	1200	816
595	1201	814
596	1203	812
597	1205	810
598	1207	808
599	1209	806
600	1211	804
601	1214	802
602	1215	800
603	1217	798
604	1219	796
605	1221	794
606	1223	792
607	1225	790
608	1229	789
609	1232	787
610	1233	785
611	1235	783
612	1237	781
613	1239	779
614	1241	777
615	1243	775
616	1245	772
617	1246	770
618	1248	768
619	1250	766
620	1252	764
621	1254	762
622	1257	760
623	1259	758
624	1261	756
625	1262	754
626	1265	752
627	1266	750
628	1268	748
629	1271	746
630	1274	745
631	1276	743
632	1278	741
633	1280	739
634	1282	737
635	1284	735
636	1286	733
637	1288	731
638	1291	729
639	1293	727
640	1296	725
641	1298	723
642	1300	721
643	1302	719
644	1304	717
645	1305	715
646	1307	713
647	1309	711
648	1311	709
649	1313	707
650	1315	705
651	1317	703
652	1319	701
653	1321	699
654	1323	697
655	1325	694
656	1327	692
657	1329	690
658	1331	689
659	1333	687
660	1335	684
661	1337	682
662	1339	680
663	1341	678
664	1343	676
665	1345	674
666	1347	672
667	1349	670
668	1351	668
669	1353	666
670	1355	664
671	1356	662
672	1358	660
673	1360	658
674	1362	656
675	1364	654
676	1367	652
677	1369	650
678	1370	648
679	1372	646
680	1374	644
681	1376	641
682	1378	639
683	1380	637
684	1382	635
685	1384	633
686	1387	632
687	1389	630
688	1391	628
689	1394	626
690	1396	624
691	1398	622
692	1399	620
693	1401	618
694	1403	616
695	1405	613
696	1407	611
697	1409	609
698	1411	607
699	1413	605
700	1415	603
701	1417	601
702	1419	599
703	1421	597
704	1423	595
705	1426	594
706	1428	592
707	1430	590
708	1432	588
709	1434	586
710	1436	583
711	1438	581
712	1440	579
713	1442	577
714	1444	575
715	1448	574
716	1451	572
717	1453	570
718	1455	568
719	1457	566
720	1459	564
721	1462	562
722	1464	560
723	1466	558
724	1468	556
725	1470	555
726	1472	553
727	1474	551
728	1476	549
729	1479	547
730	1481	545
731	1483	543
732	1485	541
733	1487	539
734	1489	537
735	1491	535
736	1493	533
737	1495	531
738	1497	529
739	1499	526
740	1501	524
741	1503	522
742	1506	520
743	1508	519
744	1510	516
745	1512	514
746	1514	512
747	1516	510
748	1518	508
749	1520	506
750	1522	504
751	1524	502
752	1526	500
753	1528	498
754	1530	496
755	1532	494
756	1534	492
757	1536	490
758	1537	488
759	1540	486
760	1542	484
761	1544	482
762	1546	480
763	1548	478
764	1550	476
765	1552	474
766	1554	472
767	1556	470
768	1559	468
769	1561	466
770	1565	465
771	1578	466
772	1586	465
773	1595	465
774	1603	465
775	1610	464
776	1618	464
777	1625	463
778	1633	463
779	1640	462
780	1645	461
781	1647	459
782	1650	457
783	1652	455
784	1655	453
785	1657	451
786	1659	449
787	1661	446
788	1663	444
789	1665	442
790	1667	440
791	1669	438
792	1671	436
793	1673	434
794	1675	432
795	1677	429
796	1679	427
797	1681	425
798	1683	423
799	1686	421
800	1688	419
801	1690	417
802	1692	415
803	1694	413
804	1696	411
805	1699	409
806	1702	407
807	1703	404
808	1705	402
809	1707	400
810	1709	398
811	1711	396
812	1713	394
813	1715	391
814	1717	389
815	1718	387
816	1722	385
817	1724	383
818	1726	381
819	1728	379
820	1730	377
821	1732	375
822	1734	372
823	1736	370
824	1738	368
825	1740	366
826	1742	364
827	1744	362
828	1746	360
829	1748	358
830	1750	356
831	1752	353
832	1755	351
833	1757	349
834	1758	347
835	1760	345
836	1762	343
837	1764	341
838	1766	338
839	1769	337
840	1771	334
841	1773	332
842	1775	330
843	1777	328
844	1779	326
845	1781	324
846	1783	322
847	1785	320
848	1787	317
849	1789	315
850	1791	313
851	1793	311
852	1795	309
853	1797	307
854	1799	305
855	1801	303
856	1803	300
857	1805	298
858	1807	296
859	1809	294
860	1813	292
861	1814	290
862	1816	288
863	1818	286
864	1820	284
865	1822	282
866	1824	279
867	1826	277
868	1828	275
869	1830	273
870	1832	271
871	1834	269
872	1836	267
873	1838	265
874	1840	262
875	1843	260
876	1845	258
877	1847	256
878	1850	254
879	1854	252
880	1856	250
881	1859	248
882	1861	246
883	1863	244
884	1865	242
885	1867	240
886	1869	238
887	1871	235
888	1873	233
889	1875	231
890	1877	229
891	1879	227
892	1881	225
893	1883	223
894	1885	221
895	1887	219
896	1889	216
897	1891	214
898	1893	212
899	1895	210
900	1897	208
901	1899	206
902	1901	204
903	1903	202
904	1905	200
905	1907	197
906	1909	195
907	1912	193
908	1914	191
909	1916	189
910	1918	187
911	1921	185
912	1924	183
913	1927	181
914	1929	179
915	1931	177
916	1933	174
917	1935	172
918	1937	170
919	1939	168
920	1940	166
921	1942	164
922	1944	162
923	1946	160
924	1948	157
925	1950	155
926	1952	153
927	1954	151
928	1956	149
929	1958	147
930	1960	145
931	1962	143
932	1964	141
933	1966	138
934	1970	136
935	1972	134
936	1973	132
937	1975	130
938	1977	128
939	1979	126
940	1981	124
941	1983	122
942	1984	119
943	1986	117
944	1988	115
945	1990	113
946	1992	111
947	1994	109
948	1996	107
949	1998	105
950	2000	103
951	2001	100
952	2003	98
953	2005	96
954	2007	94
955	2009	92
956	2011	90
957	2012	88
958	2014	86
959	2016	84
960	2018	81
961	2020	79
962	2021	77
963	2023	75
964	2025	73
965	2027	71
966	2029	69
967	2033	67
968	2035	65
969	2036	62
970	2038	60
971	2040	58
972	2042	56
973	2044	54
974	2046	52
975	2048	50
976	2050	48
977	2052	46
978	2054	44
979	2056	41
980	2058	39
981	2059	37
982	2061	35
983	2063	33
984	2065	31
985	2067	29
986	2069	27
987	2071	25
988	2073	23
989	2075	20
990	2077	18
991	2079	16
992	2081	14
993	2082	12
994	2086	10
995	2088	8
996	2090	6
997	2092	4
998	2094	2
999	2096	0
